zone_id,district,latitude,longitude,population_density,hospital_count,industry_count,school_count,atm_count,outage_duration_hours,outage_hour,is_peak_hour,load_demand_kw,historical_outages,equipment_age_years,transformer_capacity_kva,weather_condition,weather_encoded,risk_level,impact_score
NUNGAMBAKKAM_Z055,Nungambakkam,13.060382728965463,80.22381386680975,5762,5,5,1,8,1.0,20,1,7813.82,4,21.588434300417767,100,Hot,0.5,Critical,88.29
ADYAR_Z056,Adyar,12.990113986723147,80.27192502992617,7608,3,0,5,18,0.5,15,0,8433.73,1,24.388190417375263,250,Clear,0.0,Critical,88.02
EGMORE_Z057,Egmore,13.07558561325233,80.24710960983724,9920,7,2,2,11,6.0,1,0,10769.04,1,8.90381493415476,250,Storm,2.0,Critical,91.03
ADYAR_Z058,Adyar,12.996855542561732,80.24604452398773,6790,1,7,6,16,2.0,18,1,14881.17,2,11.079304774986351,500,Hot,0.5,Medium,42.82
PORUR_Z059,Porur,13.03205569233094,80.14935960244428,4001,3,9,7,2,1.0,18,1,8551.36,0,26.911101896882347,1600,Clear,0.0,Critical,96.35
TONDIARPET_Z060,Tondiarpet,13.122672694067914,80.27492306266277,3409,0,6,7,13,4.0,4,0,4587.94,2,12.361643988547943,1000,Hot,0.5,Low,4.57
NUNGAMBAKKAM_Z061,Nungambakkam,13.059531064798662,80.26191469248968,5127,3,1,3,18,1.0,7,0,4717.74,3,15.542598363832045,250,Clear,0.0,Critical,85.45
KODAMBAKKAM_Z062,Kodambakkam,13.033235627061899,80.24187195226243,7089,1,5,2,18,2.0,5,0,9304.52,2,8.422140751720182,100,Clear,0.0,Medium,45.01
EGMORE_Z063,Egmore,13.078523922534298,80.26067095400553,10953,7,0,2,15,0.5,21,1,18171.61,2,11.133727742033024,1600,Storm,2.0,Critical,98.31
TRIPLICANE_Z064,Triplicane,13.063161314444876,80.26758381331969,9333,2,4,1,5,2.0,18,1,17308.04,1,17.40915618003091,1600,Clear,0.0,Critical,89.48
ROYAPETTAH_Z065,Royapettah,13.04617534928177,80.25656160644537,6664,1,12,3,9,2.0,6,0,6600.7,0,6.9441336019739275,1000,Rain,1.0,Medium,51.8
VELACHERY_Z066,Velachery,12.969438955877601,80.20466328293307,7864,1,0,2,18,1.0,15,0,11488.06,6,17.235624091078513,500,Hot,0.5,Medium,40.79
ANNA_NAGAR_Z067,Anna Nagar,13.093223006900628,80.22710993269662,6817,7,5,2,8,0.5,20,1,14350.77,2,15.544066493262813,1600,Clear,0.0,Critical,96.89
TAMBARAM_Z068,Tambaram,12.91766401892973,80.11315661896602,3296,1,14,3,13,0.5,1,0,4163.37,3,19.310693985836643,100,Clear,0.0,Medium,54.76
VELACHERY_Z069,Velachery,12.975806724395149,80.2180726822662,6131,2,1,7,4,6.0,22,0,6409.95,1,28.31474773563132,500,Hot,0.5,Critical,95.34
VELACHERY_Z070,Velachery,12.97107723654437,80.22019502481216,5696,3,8,2,8,2.0,0,0,5488.24,1,13.865553941019414,250,Clear,0.0,Critical,80.84
SAIDAPET_Z071,Saidapet,13.001714957389337,80.24260889558944,7632,3,0,1,5,1.0,4,0,11390.22,1,15.43951939462321,500,Hot,0.5,Critical,94.87
TRIPLICANE_Z072,Triplicane,13.036899456379315,80.27406320945703,11932,3,4,3,14,0.5,10,1,24350.92,1,9.660956553606363,500,Storm,2.0,Critical,92.6
TAMBARAM_Z073,Tambaram,12.91355296092146,80.10073041466705,3043,1,0,5,11,2.0,17,0,3578.21,1,25.395828124765444,1600,Clear,0.0,Medium,51.86
NUNGAMBAKKAM_Z074,Nungambakkam,13.060103448313512,80.22615947349591,6640,5,10,4,10,0.5,1,0,7616.83,4,15.211330326767468,500,Rain,1.0,Critical,81.62
GUINDY_Z075,Guindy,12.995507328077993,80.22793035054639,5972,3,1,5,4,1.0,1,0,5775.42,5,8.93351649256315,100,Clear,0.0,Critical,98.6
SAIDAPET_Z076,Saidapet,13.005233363753144,80.23105962952158,5699,3,4,3,14,6.0,18,1,7800.78,1,25.498672935202503,1600,Rain,1.0,Critical,96.36
MYLAPORE_Z077,Mylapore,13.047185367118308,80.26219870935043,8294,2,4,6,18,2.0,7,0,9777.69,2,24.49613487877859,500,Rain,1.0,Critical,99.26
VELACHERY_Z078,Velachery,12.968674886641548,80.22630487572536,6245,1,12,6,5,1.0,3,0,8093.52,0,12.524089173670406,100,Rain,1.0,Medium,49.47
VELACHERY_Z079,Velachery,12.95731681842235,80.20398777671032,7257,2,13,7,13,3.0,2,0,5810.83,2,25.537823685186023,500,Clear,0.0,Critical,83.18
KODAMBAKKAM_Z080,Kodambakkam,13.051241576670744,80.24307214539832,7444,1,6,7,12,1.0,1,0,9765.7,2,26.70135806330732,1000,Clear,0.0,Medium,58.19
VELACHERY_Z081,Velachery,12.989294403683699,80.23958081889081,6682,1,4,3,2,1.0,5,0,7977.81,1,5.778352072112784,100,Rain,1.0,Medium,49.43
KODAMBAKKAM_Z082,Kodambakkam,13.054229312231598,80.21166982953117,5984,1,12,5,9,4.0,13,0,8644.45,1,24.91994569660069,1000,Clear,0.0,Medium,52.33
SAIDAPET_Z083,Saidapet,13.032861491639048,80.2223608940605,7253,3,0,6,13,1.0,8,0,9851.69,1,6.605223426878352,1600,Clear,0.0,Critical,86.21
GUINDY_Z084,Guindy,13.004908805963272,80.20106482159633,5273,8,1,6,16,3.0,10,1,11790.41,3,17.012673681445726,100,Clear,0.0,Critical,82.85
VELACHERY_Z085,Velachery,12.974955526138054,80.22572622937273,7720,2,7,2,2,2.0,0,0,6893.2,1,25.612851172420847,250,Clear,0.0,Critical,91.35
TONDIARPET_Z086,Tondiarpet,13.13657859876549,80.25327653203564,2105,0,11,1,9,3.0,2,0,2838.37,4,28.380045382486493,250,Rain,1.0,Low,24.49
MYLAPORE_Z087,Mylapore,13.03327593790296,80.26833280473197,8207,2,1,6,4,0.5,9,1,18257.77,3,16.981973214407184,500,Clear,0.0,Critical,86.74
T_NAGAR_Z088,T Nagar,13.029084716627548,80.24568794028569,8694,5,3,2,7,3.0,21,1,10712.62,3,15.081534028095795,1600,Clear,0.0,Critical,85.15
ANNA_NAGAR_Z089,Anna Nagar,13.083504918269574,80.22483090021633,5158,4,12,4,6,1.0,11,1,11067.71,5,14.887879246225381,1000,Storm,2.0,Critical,88.43
T_NAGAR_Z090,T Nagar,13.032873111889403,80.23779401314373,9269,7,3,3,14,2.0,20,1,19438.06,4,10.93858312309694,250,Clear,0.0,Critical,89.85
NUNGAMBAKKAM_Z091,Nungambakkam,13.046789242976129,80.25732999605091,6646,8,7,7,3,0.5,16,0,7427.92,4,24.336828142165015,1000,Hot,0.5,Critical,84.72
ROYAPETTAH_Z092,Royapettah,13.035339869893201,80.2492903162035,6993,1,9,4,10,2.0,19,1,13265.68,3,14.483964748060595,500,Rain,1.0,Medium,49.49
GUINDY_Z093,Guindy,13.020466817958768,80.23282680611801,7203,8,11,3,19,12.0,8,0,7356.49,2,8.05274785025067,1600,Hot,0.5,Critical,90.14
ANNA_NAGAR_Z094,Anna Nagar,13.066662914362016,80.19603372803849,7740,4,7,3,12,0.5,17,0,11283.94,4,18.30612472065748,1600,Clear,0.0,Critical,94.66
PORUR_Z095,Porur,13.022295275786492,80.14393396335063,3014,1,5,5,16,1.0,1,0,3615.07,3,11.103682260559356,250,Storm,2.0,High,60.61
TONDIARPET_Z096,Tondiarpet,13.146237947820278,80.25771892995874,4848,0,2,7,17,4.0,15,0,4957.94,1,21.4461326150759,250,Rain,1.0,Low,34.66
KODAMBAKKAM_Z097,Kodambakkam,13.072233477494345,80.23539711050462,7636,3,8,3,5,3.0,5,0,8116.84,3,24.945341221465863,500,Storm,2.0,Critical,85.94
TONDIARPET_Z098,Tondiarpet,13.134962986351775,80.27216475088461,2710,0,4,3,2,1.0,16,0,3117.34,1,19.676542692528773,250,Rain,1.0,Low,21.69
TRIPLICANE_Z099,Triplicane,13.07235914238664,80.25811330554511,9947,1,4,2,13,0.5,15,0,13683.84,4,22.95307690566236,500,Clear,0.0,Medium,48.62
ANNA_NAGAR_Z100,Anna Nagar,13.100868571593606,80.1929512108022,7446,3,3,3,16,1.0,12,0,7558.46,1,17.146793979658142,1600,Clear,0.0,Critical,96.06
EGMORE_Z101,Egmore,13.07476645106701,80.25335230796625,9443,8,1,2,18,12.0,10,1,13875.46,3,12.381957230507751,100,Clear,0.0,Critical,99.26
EGMORE_Z102,Egmore,13.072541825868797,80.27313970199101,9408,6,4,2,16,8.0,22,0,9853.89,5,14.019312977764995,250,Hot,0.5,Critical,84.74
KODAMBAKKAM_Z103,Kodambakkam,13.063721020609755,80.21629224142193,7578,3,9,1,19,4.0,9,1,13353.39,2,23.421843623604552,250,Clear,0.0,Critical,83.57
VELACHERY_Z104,Velachery,12.967490871441951,80.21020984673711,6546,2,8,6,14,2.0,1,0,8409.68,2,16.06792416948818,1600,Rain,1.0,Critical,99.83
NUNGAMBAKKAM_Z105,Nungambakkam,13.042035771578165,80.22666438597537,6241,8,9,7,14,0.5,7,0,5288.18,4,20.428894584891168,1600,Clear,0.0,Critical,96.01
T_NAGAR_Z106,T Nagar,13.031148483276418,80.23570047658419,11301,4,2,6,13,1.0,2,0,12571.76,1,14.461910587146727,100,Hot,0.5,Critical,86.67
GUINDY_Z107,Guindy,13.009919000268667,80.20415069576431,7500,7,12,7,16,1.0,15,0,8008.26,3,12.521327708831377,1000,Clear,0.0,Critical,82.4
MYLAPORE_Z108,Mylapore,13.05286658514512,80.24270105423703,10003,1,0,6,7,1.0,7,0,8255.6,1,25.651690756313208,1000,Rain,1.0,Medium,46.06
TONDIARPET_Z109,Tondiarpet,13.119524502796434,80.27089454370115,2340,1,10,1,10,2.0,2,0,2813.17,2,17.891985692412444,500,Rain,1.0,Medium,51.33
TRIPLICANE_Z110,Triplicane,13.049941710522326,80.27195388003273,8560,2,1,5,4,3.0,9,1,12281.85,4,15.074504469129037,250,Clear,0.0,Critical,99.15
VELACHERY_Z111,Velachery,12.977921657157234,80.23830922961905,6985,1,12,6,2,6.0,13,0,7537.26,1,25.733310128532093,1000,Clear,0.0,Medium,42.93
MYLAPORE_Z112,Mylapore,13.028601376891661,80.24462689237542,11041,1,3,5,13,8.0,12,0,10007.75,4,5.44219524033143,250,Rain,1.0,Medium,41.23
ADYAR_Z113,Adyar,13.017930463442738,80.25659201695078,5641,2,10,2,16,12.0,18,1,10865.69,1,24.567401018603732,500,Clear,0.0,Critical,92.36
SAIDAPET_Z114,Saidapet,13.026327585040539,80.21225578419387,7148,3,11,4,5,2.0,6,0,10540.98,4,18.137615549216,1600,Clear,0.0,Critical,84.97
TRIPLICANE_Z115,Triplicane,13.039652149451179,80.27474322486496,8741,3,4,2,8,3.0,12,0,7388.17,0,11.030036439988537,1600,Clear,0.0,Critical,80.85
TAMBARAM_Z116,Tambaram,12.919756342706005,80.09063404546616,4442,0,4,4,5,6.0,15,0,6327.45,2,14.861906964250883,250,Rain,1.0,Low,38.21
NUNGAMBAKKAM_Z117,Nungambakkam,13.068376135450212,80.23511627582992,7176,4,11,5,2,4.0,7,0,10705.1,6,17.9602005486301,500,Clear,0.0,Critical,88.87
NUNGAMBAKKAM_Z118,Nungambakkam,13.038813232815764,80.2240208739295,5086,5,0,5,4,0.5,4,0,6790.12,7,15.30327325656929,1600,Rain,1.0,Critical,85.3
ADYAR_Z119,Adyar,12.987537798441236,80.24148686669906,6246,1,8,2,16,1.0,16,0,5180.22,1,6.731357657146498,100,Clear,0.0,Medium,59.37
ROYAPETTAH_Z120,Royapettah,13.064348567666183,80.25421288146804,6511,2,5,5,17,4.0,1,0,6905.03,0,13.45668764986246,250,Clear,0.0,Critical,88.64
KODAMBAKKAM_Z121,Kodambakkam,13.050076199587778,80.22981758329979,7837,2,3,5,13,1.0,13,0,10994.99,0,29.810385012236754,250,Storm,2.0,Critical,96.93
ROYAPETTAH_Z122,Royapettah,13.069157061345583,80.25258964080693,7708,2,7,6,9,2.0,22,0,9077.63,1,18.62567297242346,500,Clear,0.0,Critical,94.56
KODAMBAKKAM_Z123,Kodambakkam,13.03681774858586,80.23271192064463,7483,3,1,7,16,2.0,23,0,8946.04,2,23.585594651915233,500,Clear,0.0,Critical,93.78
ANNA_NAGAR_Z124,Anna Nagar,13.099932916634433,80.21555165415917,6134,4,9,1,13,3.0,0,0,8054.86,2,21.439007819450577,100,Clear,0.0,Critical,92.32
TAMBARAM_Z125,Tambaram,12.912420989384616,80.09421538274742,3036,0,3,4,11,4.0,21,1,4685.39,1,23.738637111722205,1600,Clear,0.0,Low,5.96
ANNA_NAGAR_Z126,Anna Nagar,13.07722416861961,80.22516603047312,6124,4,3,7,5,3.0,23,0,5614.6,1,21.576050112512306,1600,Clear,0.0,Critical,83.63
SAIDAPET_Z127,Saidapet,13.016506943790016,80.21919308498747,7630,1,13,3,6,2.0,22,0,6226.48,1,17.16494155609383,250,Rain,1.0,Medium,46.44
TRIPLICANE_Z128,Triplicane,13.059759626041966,80.26395998944598,8663,1,3,6,7,1.0,3,0,8268.21,2,13.20481884023279,100,Clear,0.0,Medium,51.96
TRIPLICANE_Z129,Triplicane,13.063726524569567,80.2520660995443,9019,2,4,1,18,3.0,19,1,16238.4,1,15.247622242407207,1000,Clear,0.0,Critical,91.76
TAMBARAM_Z130,Tambaram,12.912279050125345,80.09448941766608,4097,0,12,3,18,2.0,21,1,5886.64,2,28.51698112788351,250,Storm,2.0,Medium,47.54
ANNA_NAGAR_Z131,Anna Nagar,13.083469312544496,80.20933624003013,7964,4,4,4,7,3.0,6,0,8594.63,3,6.432006276940584,1000,Clear,0.0,Critical,98.45
TRIPLICANE_Z132,Triplicane,13.05318241736788,80.25853610505729,9431,2,3,7,4,1.0,13,0,9314.97,1,23.984956560449092,250,Storm,2.0,Critical,83.13
TONDIARPET_Z133,Tondiarpet,13.143123584936145,80.2665600234576,4297,0,8,5,5,1.0,6,0,5122.53,0,10.919607732784634,500,Hot,0.5,Low,37.47
T_NAGAR_Z134,T Nagar,13.02389031517144,80.23085173276296,8895,8,0,5,19,0.5,22,0,11599.13,4,13.737659302170469,100,Clear,0.0,Critical,88.36
MYLAPORE_Z135,Mylapore,13.017453609803502,80.26925016422308,10336,1,4,5,3,2.0,10,1,14857.53,0,22.69587743074422,100,Rain,1.0,Medium,56.94
T_NAGAR_Z136,T Nagar,13.03894522187882,80.21973838510087,10069,3,1,2,3,6.0,18,1,22423.31,2,17.812566219258294,1000,Clear,0.0,Critical,95.88
ROYAPETTAH_Z137,Royapettah,13.052290237212588,80.25609109886248,7324,2,14,4,15,4.0,14,0,8719.86,4,16.280983604524703,250,Rain,1.0,Critical,91.05
ROYAPETTAH_Z138,Royapettah,13.036166076405028,80.25624652770436,6067,1,9,4,4,0.5,19,1,10614.19,2,16.026803956269593,500,Clear,0.0,Medium,45.74
T_NAGAR_Z139,T Nagar,13.053514176761354,80.23720373463524,11668,3,1,2,7,4.0,6,0,10839.07,3,17.676277596636027,1000,Clear,0.0,Critical,97.88
MYLAPORE_Z140,Mylapore,13.040071702092998,80.2479841713289,10307,2,2,1,13,3.0,22,0,8336.56,5,27.0481939576161,500,Clear,0.0,Critical,91.2
KODAMBAKKAM_Z141,Kodambakkam,13.053595984884907,80.23407414489478,5929,2,13,6,6,12.0,8,0,6228.17,3,16.779197473320366,1000,Clear,0.0,Critical,89.88
VELACHERY_Z142,Velachery,12.98812997009749,80.21440832189484,5985,1,11,2,2,1.0,19,1,10143.69,2,20.344435470392476,100,Storm,2.0,Critical,99.58
TRIPLICANE_Z143,Triplicane,13.05966568553183,80.26305058966258,10319,2,1,3,9,0.5,14,0,11958.26,2,25.9260281310735,500,Rain,1.0,Critical,86.11
GUINDY_Z144,Guindy,12.995205775054844,80.2019275741825,5948,8,3,6,5,6.0,6,0,7551.06,1,27.471184704506182,500,Hot,0.5,Critical,91.21
VELACHERY_Z145,Velachery,12.959439578768539,80.21888222175227,7597,2,3,5,9,0.5,18,1,9333.17,1,15.563710707798615,100,Clear,0.0,Critical,99.32
KODAMBAKKAM_Z146,Kodambakkam,13.037598158376914,80.23360753305323,7994,3,9,3,10,4.0,12,0,6935.39,4,26.8188459891532,1600,Clear,0.0,Critical,84.84
EGMORE_Z147,Egmore,13.053696161451093,80.25965071861859,10136,8,2,5,4,1.0,13,0,12317.83,1,27.572374879799682,250,Rain,1.0,Critical,97.85
ADYAR_Z148,Adyar,12.99411320718115,80.24135876648764,7524,2,0,6,13,2.0,13,0,9903.81,2,25.784337859642747,500,Clear,0.0,Critical,90.5
TAMBARAM_Z149,Tambaram,12.906205827101825,80.11474206025281,2481,1,0,5,16,0.5,21,1,5032.07,4,20.17723946796885,500,Clear,0.0,Medium,52.79
TONDIARPET_Z150,Tondiarpet,13.136057054493536,80.26996773753888,2771,1,11,5,4,3.0,1,0,2293.93,1,29.596007821385946,100,Clear,0.0,Medium,52.08
NUNGAMBAKKAM_Z151,Nungambakkam,13.073195206588515,80.23205426641609,5361,3,8,5,14,2.0,7,0,4426.6,4,26.35339994126261,100,Clear,0.0,Critical,82.16
GUINDY_Z152,Guindy,13.00025442597355,80.2327034271832,6968,8,9,3,10,1.0,4,0,10107.77,5,21.88550518867723,500,Clear,0.0,Critical,83.3
MYLAPORE_Z153,Mylapore,13.029494894117661,80.27109441235393,8583,1,4,5,13,3.0,0,0,7110.08,3,20.910034254585177,1600,Storm,2.0,Critical,97.43
T_NAGAR_Z154,T Nagar,13.032067769132402,80.24071168407912,11744,6,1,5,16,2.0,19,1,21413.35,4,21.152404375126576,250,Clear,0.0,Critical,80.2
VELACHERY_Z155,Velachery,12.980443841856381,80.23753147790305,6563,3,3,6,3,2.0,2,0,7483.13,1,5.292665268272602,1000,Clear,0.0,Critical,91.54
PORUR_Z156,Porur,13.017549562892357,80.14132013180496,2048,3,14,1,7,4.0,21,1,2944.19,2,18.563359213306285,250,Clear,0.0,Critical,87.68
