zone_id,district,latitude,longitude,population_density,hospital_count,industry_count,school_count,atm_count,outage_duration_hours,outage_hour,is_peak_hour,load_demand_kw,historical_outages,equipment_age_years,transformer_capacity_kva,weather_condition,weather_encoded,risk_level,impact_score
TRIPLICANE_Z020,Triplicane,13.097794835575177,80.2483339852413,9785,2,4,4,3,1.0,9,1,17760.4,4,6.764218685010746,250,Clear,0.0,High,78.8
EGMORE_Z021,Egmore,13.11384452707615,80.24777932419312,10738,5,4,4,4,4.0,7,0,13237.57,2,7.519450034435666,250,Clear,0.0,Critical,86.73
PORUR_Z022,Porur,13.1379825921484,80.23886070805061,2114,1,6,4,19,3.0,23,0,2301.79,3,23.76536879102146,500,Hot,0.5,Medium,47.44
ADYAR_Z023,Adyar,13.053681038092545,80.3620601770253,6548,3,8,3,10,1.0,16,0,9631.97,2,27.388080712405014,100,Clear,0.0,Critical,96.94
TONDIARPET_Z024,Tondiarpet,13.006113403285521,80.19929833641058,3390,1,4,5,4,3.0,19,1,7227.78,4,17.360507617564537,250,Clear,0.0,Medium,47.02
PORUR_Z025,Porur,13.030037038736417,80.35223874126972,3542,2,12,2,10,4.0,1,0,4973.67,0,7.120942852129798,500,Clear,0.0,High,77.61
T_NAGAR_Z026,T Nagar,13.13154233138866,80.30690788541939,11323,5,4,4,8,2.0,18,1,22708.89,2,16.716516049853155,250,Rain,1.0,Critical,96.46
T_NAGAR_Z027,T Nagar,13.087319568834031,80.29657972762706,9531,3,0,1,7,2.0,11,1,16979.92,3,28.1160832555899,1000,Clear,0.0,Critical,99.39
TRIPLICANE_Z028,Triplicane,13.054769019041055,80.22268997257086,9396,2,2,7,12,1.0,15,0,9025.58,3,9.703028993094033,250,Clear,0.0,Critical,85.32
NUNGAMBAKKAM_Z029,Nungambakkam,13.058047793987589,80.32061565999521,6224,3,4,4,14,3.0,12,0,7072.08,8,5.6591743624313,100,Rain,1.0,Critical,99.71
TRIPLICANE_Z030,Triplicane,13.093786341120527,80.32449748303611,8688,1,0,2,10,2.0,0,0,13030.28,0,6.883976508811558,1000,Storm,2.0,High,79.93
EGMORE_Z031,Egmore,13.04425544795421,80.33397714704262,9168,7,0,6,2,8.0,12,0,10390.53,3,11.716812050632683,250,Clear,0.0,Critical,96.63
KODAMBAKKAM_Z032,Kodambakkam,13.093663121708445,80.18890041821027,5762,1,0,7,16,2.0,4,0,7062.26,2,8.409286889669243,1000,Hot,0.5,Medium,52.73
TONDIARPET_Z033,Tondiarpet,13.05101264209131,80.27815268334282,3358,1,13,7,11,6.0,4,0,3177.98,4,6.146531660115824,1600,Clear,0.0,Medium,51.59
PORUR_Z034,Porur,13.00682717422012,80.26285575360654,3994,2,7,4,9,3.0,2,0,3690.09,4,25.544765921111228,250,Clear,0.0,Critical,81.77
KODAMBAKKAM_Z035,Kodambakkam,13.102155616451087,80.36795139917336,6101,2,12,3,10,0.5,14,0,8589.05,1,26.83946560266943,1600,Clear,0.0,Critical,81.69
TRIPLICANE_Z036,Triplicane,13.089122697053064,80.19213440226795,8525,2,3,7,15,2.0,12,0,12162.15,0,8.693477297655667,500,Rain,1.0,Critical,90.23
NUNGAMBAKKAM_Z037,Nungambakkam,13.078616420350851,80.28753989694285,6215,3,6,5,11,2.0,16,0,6516.88,2,27.263182018497375,1000,Clear,0.0,Critical,92.98
TRIPLICANE_Z038,Triplicane,13.031891545676903,80.20283627465192,11440,3,1,1,6,1.0,1,0,9967.07,1,13.25871203202285,100,Clear,0.0,Critical,83.06
KODAMBAKKAM_Z039,Kodambakkam,13.078023896825282,80.33841651174053,6630,3,8,7,4,2.0,7,0,8638.36,5,29.376679073628562,500,Storm,2.0,Critical,90.7
EGMORE_Z040,Egmore,13.092420623587632,80.2804843959778,10883,5,3,1,18,2.0,0,0,11519.23,3,17.028502546370436,500,Clear,0.0,Critical,89.09
ANNA_NAGAR_Z041,Anna Nagar,13.170368091364208,80.20694661323314,6619,3,14,5,10,4.0,10,1,8806.66,3,26.268186500411367,1000,Hot,0.5,Critical,94.62
VELACHERY_Z042,Velachery,13.119296412683427,80.26108972025982,7965,1,7,3,10,4.0,2,0,8134.95,1,21.629930517405004,250,Hot,0.5,Medium,51.77
TAMBARAM_Z043,Tambaram,13.14150503785406,80.2947145511857,4469,0,6,7,16,2.0,16,0,4622.89,4,7.922451017709102,500,Rain,1.0,Low,5.57
T_NAGAR_Z044,T Nagar,13.08999627029692,80.24646431311139,8419,7,0,1,6,4.0,0,0,11182.49,0,19.24724212178291,250,Clear,0.0,Critical,82.06
VELACHERY_Z045,Velachery,13.067419372484098,80.22828592329515,7062,1,7,5,16,2.0,12,0,7342.83,4,13.642399837597987,500,Hot,0.5,Medium,44.55
T_NAGAR_Z046,T Nagar,13.150787926396086,80.35283723965115,11687,8,1,1,2,0.5,10,1,14973.23,5,19.40720900417033,250,Clear,0.0,Critical,82.08
TAMBARAM_Z047,Tambaram,13.06233373871819,80.2781791205876,3645,1,5,7,2,6.0,22,0,2927.82,2,23.60624129608222,250,Storm,2.0,Critical,86.67
NUNGAMBAKKAM_Z048,Nungambakkam,12.985318891317668,80.30340747440334,5474,4,10,1,12,0.5,18,1,9905.85,2,5.846979006164875,100,Clear,0.0,Critical,92.65
PORUR_Z049,Porur,13.058245189488035,80.33801296265847,2688,2,5,4,9,2.0,0,0,3031.43,1,15.669722633418735,500,Clear,0.0,High,72.5
PORUR_Z050,Porur,13.06444683421962,80.17577727113208,3394,3,1,2,18,2.0,5,0,3358.44,1,13.359070282762055,500,Clear,0.0,Critical,92.88
ADYAR_Z051,Adyar,13.04749801222136,80.18808500299008,5832,1,6,3,9,0.5,14,0,5241.55,6,25.17125372406465,1000,Hot,0.5,Medium,48.13
VELACHERY_Z052,Velachery,13.069925305827065,80.22959315190839,5146,1,2,4,19,6.0,14,0,5591.58,3,5.855702770513228,1000,Rain,1.0,Medium,51.04
SAIDAPET_Z053,Saidapet,13.087838036460537,80.20503585716966,6303,1,9,6,15,2.0,16,0,8726.2,3,15.063751089924514,100,Clear,0.0,Medium,59.69
NUNGAMBAKKAM_Z054,Nungambakkam,13.102803372086731,80.30370733490926,7175,7,9,4,10,1.0,16,0,10129.11,3,8.500463466511224,500,Hot,0.5,Critical,91.95
NUNGAMBAKKAM_Z055,Nungambakkam,13.127006572224381,80.2927809334016,7969,7,11,6,15,0.5,21,1,13220.99,2,11.133727742033024,1600,Storm,2.0,Critical,98.31
ADYAR_Z056,Adyar,13.051576746408848,80.24100803222684,7711,2,5,5,2,1.0,14,0,9533.36,2,17.40915618003091,1600,Clear,0.0,Critical,89.48
EGMORE_Z057,Egmore,13.175119757152824,80.32870271175838,9639,4,0,7,4,4.0,4,0,9833.88,0,29.19248470517716,250,Clear,0.0,Critical,96.15
ADYAR_Z058,Adyar,13.123815034503139,80.35574966348314,5011,2,7,3,9,3.0,16,0,7320.28,3,17.235624091078513,500,Hot,0.5,Critical,80.79
PORUR_Z059,Porur,13.046520094648653,80.33648309483014,2249,3,13,7,8,1.0,15,0,3156.31,0,15.544066493262813,1600,Clear,0.0,Critical,96.89
TONDIARPET_Z060,Tondiarpet,13.159895549647239,80.29387263763647,4667,1,12,2,4,3.0,7,0,4774.93,2,25.09942448502244,1000,Rain,1.0,Medium,52.52
NUNGAMBAKKAM_Z061,Nungambakkam,13.157435422837269,80.36751669383986,5545,8,10,7,14,2.0,2,0,6298.64,1,6.317095899430715,100,Clear,0.0,Critical,92.55
KODAMBAKKAM_Z062,Kodambakkam,13.118629456538615,80.21435077757302,5339,1,0,6,18,0.5,13,0,5869.92,3,11.93164114241934,1600,Hot,0.5,Medium,47.69
EGMORE_Z063,Egmore,13.147941139158794,80.33085393742599,8938,6,2,6,14,12.0,6,0,7380.22,5,10.766745292943966,250,Clear,0.0,Critical,99.15
TRIPLICANE_Z064,Triplicane,13.000997367479552,80.34619217252609,9544,3,3,2,18,1.0,9,1,17394.77,4,20.573434573377966,1600,Clear,0.0,Critical,91.6
ROYAPETTAH_Z065,Royapettah,13.026736640389963,80.30735175273192,6218,1,1,4,11,4.0,7,0,7132.75,3,5.1270534954506495,500,Rain,1.0,Medium,41.62
VELACHERY_Z066,Velachery,13.003866818765717,80.31049814760792,6324,2,12,3,4,1.0,1,0,6115.83,5,8.93351649256315,100,Clear,0.0,High,78.6
ANNA_NAGAR_Z067,Anna Nagar,13.106085383675149,80.36693723560549,5556,4,8,3,11,0.5,10,1,6704.45,2,18.904543375993924,1600,Clear,0.0,Critical,85.74
TAMBARAM_Z068,Tambaram,13.172159577651268,80.20397551738645,2699,1,7,5,4,0.5,18,1,3731.21,4,28.300702637750437,1600,Rain,1.0,Medium,55.42
VELACHERY_Z069,Velachery,13.13678148356156,80.3073590753213,5885,1,5,2,19,6.0,14,0,6041.11,2,23.956579898225563,1600,Clear,0.0,Medium,49.77
VELACHERY_Z070,Velachery,13.17142318403352,80.25464546338523,5515,1,2,5,10,1.0,22,0,4995.16,4,8.283378160234452,500,Hot,0.5,Medium,48.65
SAIDAPET_Z071,Saidapet,13.091346561157993,80.20254914765586,6976,1,2,3,2,1.0,5,0,8328.82,1,5.778352072112784,100,Rain,1.0,Medium,49.43
TRIPLICANE_Z072,Triplicane,13.027808028488748,80.20286509381565,8519,3,2,6,19,4.0,2,0,8291.36,4,16.552432269141516,100,Rain,1.0,Critical,91.17
TAMBARAM_Z073,Tambaram,12.990623765069673,80.26680138945157,4433,1,7,3,14,0.5,20,1,9323.17,0,14.81233891016712,500,Rain,1.0,Medium,55.6
NUNGAMBAKKAM_Z074,Nungambakkam,13.178193277262958,80.21087181797246,7936,8,14,6,2,2.0,17,0,8336.46,2,13.76567328022952,100,Storm,2.0,Critical,86.44
GUINDY_Z075,Guindy,13.139384545188324,80.29315159717623,5105,6,0,3,4,6.0,8,0,7469.36,1,18.53240838252676,250,Hot,0.5,Critical,92.51
SAIDAPET_Z076,Saidapet,13.019123583137741,80.3286397014285,5207,2,9,6,4,0.5,9,1,11583.8,3,16.981973214407184,500,Clear,0.0,High,66.74
MYLAPORE_Z077,Mylapore,13.075224591347864,80.34435450108168,11665,2,1,3,6,24.0,8,0,9582.29,1,15.081534028095795,1600,Clear,0.0,Critical,85.15
VELACHERY_Z078,Velachery,13.038065559447011,80.28917006571868,5403,1,3,4,13,4.0,23,0,7728.94,3,14.887879246225381,1000,Storm,2.0,Critical,88.43
VELACHERY_Z079,Velachery,13.156849980254503,80.25976105100054,5529,1,14,1,4,4.0,3,0,6328.46,2,29.28487735104099,1600,Storm,2.0,Critical,84.94
KODAMBAKKAM_Z080,Kodambakkam,13.07245551476628,80.30457808029188,5129,3,5,1,3,6.0,4,0,5690.2,2,29.245526126963618,500,Storm,2.0,Critical,86.62
VELACHERY_Z081,Velachery,13.007294161705927,80.21692618248554,6799,3,11,1,12,3.0,4,0,5601.91,3,26.605404441854223,1000,Clear,0.0,Critical,99.73
KODAMBAKKAM_Z082,Kodambakkam,13.047326131414057,80.36531954961407,6058,2,4,5,6,0.5,18,1,11632.97,0,8.708580024052221,1600,Clear,0.0,High,60.35
SAIDAPET_Z083,Saidapet,13.029612258666967,80.36336936656409,7474,2,6,4,7,0.5,12,0,9802.75,1,23.322472958533545,250,Clear,0.0,Critical,83.12
GUINDY_Z084,Guindy,13.014557489048562,80.29169078453812,6142,4,10,2,19,1.0,7,0,7395.15,5,28.52188390845162,1600,Rain,1.0,Critical,86.97
VELACHERY_Z085,Velachery,13.146266843235006,80.19474181107412,6112,1,8,5,14,1.0,10,1,12454.45,2,21.689834639089618,250,Rain,1.0,Medium,48.71
TONDIARPET_Z086,Tondiarpet,13.172995711933199,80.34013347227452,2710,0,4,3,2,1.0,16,0,3117.34,1,19.676542692528773,250,Rain,1.0,Low,21.69
MYLAPORE_Z087,Mylapore,13.162306109789998,80.21939645931526,8664,1,1,5,16,2.0,14,0,6977.07,3,18.03085331213336,1600,Clear,0.0,Medium,52.95
T_NAGAR_Z088,T Nagar,13.018929869906938,80.306923570793,8788,7,2,2,15,2.0,15,0,9574.39,5,22.940894647715737,250,Clear,0.0,Critical,82.44
ANNA_NAGAR_Z089,Anna Nagar,13.10140771382463,80.32944877007611,7359,3,9,5,11,6.0,19,1,13760.48,3,20.828784389850558,500,Clear,0.0,Critical,90.3
T_NAGAR_Z090,T Nagar,13.156551924930211,80.26527839312664,9656,7,1,1,6,1.0,23,0,8758.85,3,20.596483116914325,100,Clear,0.0,Critical,84.7
NUNGAMBAKKAM_Z091,Nungambakkam,13.071858182915447,80.31560337027973,7852,5,11,7,12,1.0,13,0,9996.29,1,8.544359838177547,500,Clear,0.0,Critical,88.85
ROYAPETTAH_Z092,Royapettah,12.99658476854922,80.27451195818166,7349,3,3,2,7,2.0,6,0,7045.19,2,19.89376820472392,100,Clear,0.0,Critical,87.1
GUINDY_Z093,Guindy,13.075741122456744,80.18272846852017,5159,7,7,6,9,3.0,21,1,9212.28,2,6.308471894662707,1000,Rain,1.0,Critical,94.61
ANNA_NAGAR_Z094,Anna Nagar,13.117011688722608,80.18928582887588,6868,7,14,7,17,2.0,22,0,9189.52,5,14.982897895232703,1600,Rain,1.0,Critical,84.87
PORUR_Z095,Porur,13.093460448142476,80.23180486213161,2799,1,4,4,7,1.0,13,0,2410.92,0,10.68393250240247,1600,Clear,0.0,Medium,58.74
TONDIARPET_Z096,Tondiarpet,13.143885080023525,80.32870608726142,2310,1,2,6,12,2.0,4,0,3267.68,2,18.49331546899857,1600,Clear,0.0,Medium,57.36
KODAMBAKKAM_Z097,Kodambakkam,13.148566481028258,80.23420628957535,6428,3,1,3,3,1.0,13,0,5768.74,3,26.550362056815565,1000,Rain,1.0,Critical,97.97
TONDIARPET_Z098,Tondiarpet,12.986237561922652,80.29121063276858,3676,0,1,5,3,2.0,14,0,5131.75,4,17.653546571006103,250,Clear,0.0,Low,0.01
TRIPLICANE_Z099,Triplicane,13.139239208148831,80.22377748183764,9540,3,1,2,3,2.0,17,0,8771.7,0,22.37588072146383,100,Clear,0.0,Critical,81.49
ANNA_NAGAR_Z100,Anna Nagar,13.021624502364153,80.24425187017546,5608,6,3,7,9,4.0,6,0,7966.85,1,21.39309181404141,250,Clear,0.0,Critical,89.0
EGMORE_Z101,Egmore,13.047400078982296,80.33756067319096,9764,7,4,6,3,0.5,20,1,13661.59,0,11.495330218625856,250,Rain,1.0,Critical,92.38
EGMORE_Z102,Egmore,13.144837185597254,80.29351626223695,10020,7,3,1,4,1.0,10,1,14585.63,2,17.206028425544453,1000,Storm,2.0,Critical,93.03
KODAMBAKKAM_Z103,Kodambakkam,13.081790420692197,80.24796978196967,7601,1,0,1,18,3.0,8,0,10237.17,2,26.021789485648064,250,Clear,0.0,Medium,56.5
VELACHERY_Z104,Velachery,12.98981417340711,80.27241585788953,5855,1,2,5,13,2.0,4,0,7971.53,0,5.950546205936373,500,Rain,1.0,Medium,42.11
NUNGAMBAKKAM_Z105,Nungambakkam,13.041788955495486,80.32454462956763,6674,6,14,3,8,4.0,18,1,8584.63,1,21.507567992533453,250,Clear,0.0,Critical,99.36
T_NAGAR_Z106,T Nagar,13.145053957618028,80.30199572146631,10993,5,0,4,5,4.0,8,0,13276.2,4,16.858402747655347,250,Rain,1.0,Critical,94.96
GUINDY_Z107,Guindy,13.154973999272688,80.34000286773806,5935,4,6,1,9,2.0,17,0,5935.8,2,9.936762246498432,100,Rain,1.0,Critical,96.32
MYLAPORE_Z108,Mylapore,13.004288742929294,80.30775960322318,11468,2,4,6,9,3.0,13,0,13505.74,2,18.62567297242346,500,Clear,0.0,Critical,94.56
TONDIARPET_Z109,Tondiarpet,13.069460102450956,80.20286963479155,3486,0,6,4,14,2.0,4,0,4197.22,2,19.125549821475403,1600,Clear,0.0,Low,35.09
TRIPLICANE_Z110,Triplicane,12.983745922708584,80.32289815200562,9899,1,2,1,5,0.5,9,1,20025.49,3,20.37445600852831,250,Clear,0.0,Medium,51.08
VELACHERY_Z111,Velachery,13.061005139635567,80.25322436816973,6037,1,1,5,12,4.0,22,0,8574.57,2,14.634397076184046,1000,Rain,1.0,Medium,51.86
MYLAPORE_Z112,Mylapore,13.143697799936154,80.22466414402565,10085,2,3,4,14,0.5,22,0,12328.32,3,10.635968886592346,1000,Clear,0.0,Critical,93.53
ADYAR_Z113,Adyar,13.102345058812748,80.31783262284785,6901,3,5,5,13,4.0,5,0,5948.8,2,14.336564903604335,100,Clear,0.0,Critical,84.41
SAIDAPET_Z114,Saidapet,13.019595250626729,80.24314708833046,6836,1,0,6,5,2.0,14,0,8205.32,0,15.247622242407207,1000,Clear,0.0,Medium,51.76
TRIPLICANE_Z115,Triplicane,13.170170658843174,80.31190380153281,11696,2,4,6,18,6.0,18,1,19941.11,2,26.818256262115046,1600,Clear,0.0,Critical,88.7
TAMBARAM_Z116,Tambaram,12.994110944230252,80.22713741493864,3009,0,0,1,5,4.0,21,1,6633.18,1,14.970900742593237,1000,Rain,1.0,Low,2.76
NUNGAMBAKKAM_Z117,Nungambakkam,13.045737904219473,80.32507154523633,5269,4,5,7,11,4.0,5,0,6288.0,1,5.840340004582066,1000,Rain,1.0,Critical,86.92
NUNGAMBAKKAM_Z118,Nungambakkam,13.104405454539295,80.24060127441737,5671,5,3,7,17,8.0,9,1,9567.71,5,23.12889318877787,1600,Clear,0.0,Critical,99.44
ADYAR_Z119,Adyar,13.152695074296133,80.30450446746583,5894,2,8,7,2,2.0,1,0,5399.15,3,20.32250402154873,250,Clear,0.0,Critical,98.91
ROYAPETTAH_Z120,Royapettah,13.023676254830143,80.34626601563042,5636,3,5,4,16,2.0,9,1,11241.5,3,26.803392500561912,250,Clear,0.0,Critical,90.39
KODAMBAKKAM_Z121,Kodambakkam,13.070914431650158,80.2098218546089,7727,2,11,2,18,0.5,23,0,8331.0,3,7.636842498915764,1000,Clear,0.0,High,61.87
ROYAPETTAH_Z122,Royapettah,13.162137268192925,80.20447084133554,7555,1,3,5,9,4.0,14,0,9288.35,2,16.190073508005426,1000,Clear,0.0,Medium,47.26
KODAMBAKKAM_Z123,Kodambakkam,13.10963425465079,80.20389097905917,6014,1,11,3,6,2.0,5,0,8954.11,2,23.493258302138514,100,Clear,0.0,Medium,53.36
ANNA_NAGAR_Z124,Anna Nagar,13.180313113330556,80.35095920215494,5246,5,4,1,4,2.0,19,1,6905.24,3,26.4544263289291,1000,Hot,0.5,Critical,95.19
TAMBARAM_Z125,Tambaram,13.132465267392663,80.30092951697634,3249,1,2,4,17,3.0,23,0,3390.52,0,22.97693618384639,500,Clear,0.0,Medium,49.01
ANNA_NAGAR_Z126,Anna Nagar,13.181048523433569,80.185234174322,7884,6,10,6,16,1.0,0,0,7229.57,2,22.158179917152435,1000,Rain,1.0,Critical,93.11
SAIDAPET_Z127,Saidapet,13.116846462381167,80.2827881261961,5441,1,14,6,16,1.0,2,0,5344.15,4,25.184900758498785,1000,Rain,1.0,Medium,58.14
TRIPLICANE_Z128,Triplicane,13.008190791884575,80.31223766526612,10597,2,3,5,9,0.5,18,1,13018.77,1,15.563710707798615,100,Clear,0.0,Critical,99.32
TRIPLICANE_Z129,Triplicane,12.985180807255464,80.26445359309291,9298,1,3,4,14,8.0,8,0,8066.7,2,26.8188459891532,1600,Clear,0.0,High,64.84
TAMBARAM_Z130,Tambaram,13.036255335097668,80.32853216931775,3762,0,10,6,10,0.5,3,0,3760.88,3,29.725708958754346,1600,Storm,2.0,Medium,48.58
ANNA_NAGAR_Z131,Anna Nagar,13.172321664034289,80.25974922245696,6327,6,4,3,13,0.5,8,0,5791.59,7,15.864899021467794,100,Clear,0.0,Critical,83.41
TRIPLICANE_Z132,Triplicane,13.03357831616837,80.24307061864103,9846,3,3,4,5,1.0,12,0,12247.17,2,16.82242832027262,100,Clear,0.0,Critical,81.42
TONDIARPET_Z133,Tondiarpet,12.990044272500166,80.19230515082614,3490,1,9,1,14,2.0,7,0,2810.72,2,19.77168603177604,1600,Clear,0.0,Medium,44.38
T_NAGAR_Z134,T Nagar,13.06067447058831,80.3166720617697,9968,8,1,3,10,1.0,4,0,14459.57,5,21.88550518867723,500,Clear,0.0,Critical,83.3
MYLAPORE_Z135,Mylapore,13.03403884566201,80.30375842039561,9132,1,0,5,8,8.0,4,0,7564.87,0,20.910034254585177,1600,Storm,2.0,Critical,97.43
T_NAGAR_Z136,T Nagar,13.01706969626542,80.29827541853273,10532,5,3,4,18,0.5,18,1,13918.3,5,5.253279600693585,250,Clear,0.0,Critical,83.09
ROYAPETTAH_Z137,Royapettah,13.14604464051171,80.1841769109571,5386,2,7,2,18,3.0,11,1,7685.04,2,6.093476807723684,1600,Storm,2.0,Critical,89.33
ROYAPETTAH_Z138,Royapettah,13.087862519774665,80.27303627731631,7467,3,12,7,10,1.0,11,1,9175.38,5,19.554968664852847,250,Clear,0.0,Critical,87.86
T_NAGAR_Z139,T Nagar,13.151044672348936,80.286744303757,10468,3,0,7,11,3.0,2,0,14581.9,1,15.2407223723808,100,Clear,0.0,Critical,90.62
MYLAPORE_Z140,Mylapore,13.133942722790037,80.26240460177638,9648,1,1,5,4,8.0,3,0,8799.14,0,10.221601767643499,500,Clear,0.0,Medium,40.47
KODAMBAKKAM_Z141,Kodambakkam,13.016367391183827,80.22008148533352,7172,1,9,4,6,2.0,5,0,8136.74,5,14.637797618423058,1000,Hot,0.5,Medium,50.65
VELACHERY_Z142,Velachery,13.063055760130865,80.36946967777995,6377,1,2,2,18,2.0,11,1,11845.57,2,9.13105126106508,1600,Clear,0.0,Medium,49.78
TRIPLICANE_Z143,Triplicane,12.990296312657971,80.31987200772541,9784,2,2,5,8,1.0,4,0,10247.98,2,29.100721179137842,1600,Clear,0.0,Critical,89.17
GUINDY_Z144,Guindy,13.166446942121276,80.24315361741972,6207,6,8,6,13,8.0,18,1,10324.01,5,12.144588888146755,100,Clear,0.0,Critical,92.12
VELACHERY_Z145,Velachery,13.159392952597212,80.26036381107389,5081,3,14,7,16,2.0,12,0,7241.25,2,5.079196214517544,100,Storm,2.0,Critical,81.25
KODAMBAKKAM_Z146,Kodambakkam,13.174189603807621,80.1724726570227,7334,3,1,6,12,6.0,9,1,10947.45,0,12.48488970929203,1000,Storm,2.0,Critical,84.21
EGMORE_Z147,Egmore,13.105420822847492,80.18842094279394,8112,8,2,1,5,4.0,0,0,10839.91,1,28.427275711469868,1000,Rain,1.0,Critical,96.92
ADYAR_Z148,Adyar,13.151114887479716,80.21914624356492,5413,3,5,3,4,2.0,13,0,6913.61,2,28.877880182292536,500,Storm,2.0,Critical,82.26
TAMBARAM_Z149,Tambaram,13.026554792384776,80.17743383564277,3497,0,7,7,3,1.0,7,0,4859.3,1,11.654200312888436,1600,Clear,0.0,Low,21.96
TONDIARPET_Z150,Tondiarpet,13.011275192267883,80.32576923008064,3304,1,14,1,11,2.0,7,0,3921.02,3,10.866336044396235,1600,Storm,2.0,High,70.4
NUNGAMBAKKAM_Z151,Nungambakkam,13.150567698471201,80.17146398453173,5849,4,14,3,10,3.0,14,0,7573.77,1,24.57541593291832,250,Clear,0.0,Critical,81.25
GUINDY_Z152,Guindy,13.168734193087685,80.33954974048117,6180,6,10,1,2,0.5,8,0,5126.95,6,29.101960412252705,1600,Clear,0.0,Critical,91.29
MYLAPORE_Z153,Mylapore,13.111529844295184,80.18033720247867,11796,1,2,5,6,8.0,11,1,15460.23,0,21.90270578536028,100,Clear,0.0,High,75.64
T_NAGAR_Z154,T Nagar,13.025098810939733,80.30217069643403,10587,3,2,7,17,1.0,13,0,14562.69,1,26.473917135515737,1600,Clear,0.0,Critical,97.01
VELACHERY_Z155,Velachery,13.098535051074945,80.18776826729687,7016,1,6,5,14,1.0,23,0,8963.19,1,23.42741376080128,1000,Clear,0.0,Medium,49.36
PORUR_Z156,Porur,13.08127291688949,80.25155794945098,4096,2,5,2,13,0.5,9,1,5450.08,0,14.477351216798406,250,Clear,0.0,High,68.27
KODAMBAKKAM_Z157,Kodambakkam,13.069801525094439,80.23711987307863,5540,3,8,4,7,4.0,22,0,5858.07,4,5.423691622239525,500,Clear,0.0,Critical,83.63
